chromosome	start	end	strand	gene_id	gene_id_base	gene_version	gene_name	gene_type	level	hgnc_id	havana_gene	tag
chr12	25833831	25838901	+	ENSG00000300696.1	ENSG00000300696	1	ENSG00000300696	lncRNA	2			
chr12	25874020	25874079	-	ENSG00000283603.1	ENSG00000283603	1	MIR4302	miRNA	3	HGNC:38185		
chr12	25882953	25885855	-	ENSG00000256256.2	ENSG00000256256	2	ENSG00000256256	lncRNA	2		OTTHUMG00000169125.1	
chr12	25936683	25959765	-	ENSG00000246695.10	ENSG00000246695	10	RASSF8-AS1	lncRNA	2	HGNC:48637	OTTHUMG00000169126.6	
chr12	25958068	26079892	+	ENSG00000123094.18	ENSG00000123094	18	RASSF8	protein_coding	2	HGNC:13232	OTTHUMG00000169087.6	
chr12	26009943	26011145	-	ENSG00000300657.1	ENSG00000300657	1	ENSG00000300657	lncRNA	2			
chr12	26114568	26115227	+	ENSG00000296257.1	ENSG00000296257	1	ENSG00000296257	lncRNA	2			
chr12	26117178	26125106	-	ENSG00000123095.8	ENSG00000123095	8	BHLHE41	protein_coding	2	HGNC:16617	OTTHUMG00000169174.2	
chr12	26121991	26299290	+	ENSG00000123096.14	ENSG00000123096	14	SSPN	protein_coding	2	HGNC:11322	OTTHUMG00000169167.4	
chr12	26125155	26126617	-	ENSG00000256894.1	ENSG00000256894	1	ENSG00000256894	lncRNA	2		OTTHUMG00000169175.1	
chr12	26139249	26167741	-	ENSG00000286752.1	ENSG00000286752	1	ENSG00000286752	lncRNA	2		OTTHUMG00000195265.1	
chr12	26211152	26319720	-	ENSG00000255750.7	ENSG00000255750	7	ENSG00000255750	lncRNA	2		OTTHUMG00000169177.2	overlapping_locus
chr12	26211164	26335856	-	ENSG00000256234.1	ENSG00000256234	1	SSPN-AS1	lncRNA	2	HGNC:56072	OTTHUMG00000169176.1	overlapping_locus
chr12	26273329	26273900	-	ENSG00000278095.1	ENSG00000278095	1	ENSG00000278095	lncRNA	2		OTTHUMG00000187149.1	overlapping_locus
chr12	26301098	26304645	+	ENSG00000255858.3	ENSG00000255858	3	ENSG00000255858	lncRNA	2		OTTHUMG00000169178.3	
chr12	26315715	26317813	+	ENSG00000288532.1	ENSG00000288532	1	ENSG00000288532	lncRNA	2		OTTHUMG00000195997.1	
chr12	26318953	26421462	+	ENSG00000255968.1	ENSG00000255968	1	ITPR2-AS2	lncRNA	2	HGNC:58268	OTTHUMG00000169179.1	
chr12	26335352	26833239	-	ENSG00000123104.13	ENSG00000123104	13	ITPR2	protein_coding	2	HGNC:6181	OTTHUMG00000169181.5	ncRNA_host,overlapping_locus
chr12	26335864	26336950	-	ENSG00000256185.1	ENSG00000256185	1	ENSG00000256185	lncRNA	2		OTTHUMG00000169180.1	overlapping_locus
chr12	26373598	26373733	-	ENSG00000212549.1	ENSG00000212549	1	RNA5SP354	rRNA_pseudogene	3	HGNC:43254		
chr12	26623369	26649479	+	ENSG00000234428.2	ENSG00000234428	2	ENSG00000234428	lncRNA	2		OTTHUMG00000169229.1	
chr12	26800843	26801302	+	ENSG00000256640.1	ENSG00000256640	1	ENSG00000256640	processed_pseudogene	1		OTTHUMG00000169230.1	pseudo_consens
chr12	26846196	26862724	+	ENSG00000299765.1	ENSG00000299765	1	ENSG00000299765	lncRNA	2			
chr12	26904250	26938331	-	ENSG00000064102.17	ENSG00000064102	17	INTS13	protein_coding	1	HGNC:20174	OTTHUMG00000169193.6	
chr12	26938401	26966663	+	ENSG00000111790.16	ENSG00000111790	16	FGFR1OP2	protein_coding	1	HGNC:23098	OTTHUMG00000169231.3	
chr12	26954298	27014507	-	ENSG00000064115.13	ENSG00000064115	13	TM7SF3	protein_coding	2	HGNC:23049	OTTHUMG00000169243.9	
chr12	26971586	26979582	+	ENSG00000247903.1	ENSG00000247903	1	TM7SF3-AS1	lncRNA	2	HGNC:58075	OTTHUMG00000169268.1	
chr12	27022544	27066343	+	ENSG00000152944.11	ENSG00000152944	11	MED21	protein_coding	2	HGNC:11473	OTTHUMG00000169276.4	overlapping_locus
chr12	27037100	27038960	+	ENSG00000275764.1	ENSG00000275764	1	ENSG00000275764	lncRNA	2		OTTHUMG00000187154.2	overlapping_locus
chr12	27081057	27084592	-	ENSG00000214700.7	ENSG00000214700	7	C12orf71	protein_coding	2	HGNC:34452	OTTHUMG00000169274.1	
chr12	27093923	27094223	-	ENSG00000271418.1	ENSG00000271418	1	ENSG00000271418	processed_pseudogene	1		OTTHUMG00000184732.1	pseudo_consens
chr12	27104952	27181498	-	ENSG00000256226.2	ENSG00000256226	2	ENSG00000256226	lncRNA	2		OTTHUMG00000169275.1	
chr12	27121910	27147664	+	ENSG00000256625.1	ENSG00000256625	1	ENSG00000256625	unprocessed_pseudogene	2		OTTHUMG00000169283.1	
chr12	27243968	27325961	+	ENSG00000211455.10	ENSG00000211455	10	STK38L	protein_coding	2	HGNC:17848	OTTHUMG00000169284.3	
chr12	27280305	27332870	-	ENSG00000304890.1	ENSG00000304890	1	ENSG00000304890	lncRNA	2			
chr12	27332801	27425289	+	ENSG00000029153.17	ENSG00000029153	17	BMAL2	protein_coding	1	HGNC:18984	OTTHUMG00000169257.2	
chr12	27389789	27446625	-	ENSG00000245311.3	ENSG00000245311	3	BMAL2-AS1	lncRNA	2	HGNC:49892	OTTHUMG00000169258.1	
chr12	27428819	27430288	+	ENSG00000288971.1	ENSG00000288971	1	ENSG00000288971	lncRNA	2			
chr12	27446736	27502873	+	ENSG00000165935.11	ENSG00000165935	11	SMCO2	protein_coding	2	HGNC:34448	OTTHUMG00000169205.1	overlapping_locus
chr12	27460485	27460781	-	ENSG00000290042.1	ENSG00000290042	1	ENSG00000290042	lncRNA	2			
chr12	27496937	27498589	+	ENSG00000257037.1	ENSG00000257037	1	RARS1P1	processed_pseudogene	1	HGNC:49893	OTTHUMG00000169206.1	pseudo_consens,overlapping_locus
chr12	27505932	27511811	-	ENSG00000306216.1	ENSG00000306216	1	ENSG00000306216	lncRNA	2			
chr12	27523431	27696302	+	ENSG00000110841.16	ENSG00000110841	16	PPFIBP1	protein_coding	2	HGNC:9249	OTTHUMG00000169207.3	
chr12	27547050	27552773	-	ENSG00000248100.2	ENSG00000248100	2	ENSG00000248100	lncRNA	2		OTTHUMG00000169208.1	
chr12	27592461	27594039	-	ENSG00000256056.1	ENSG00000256056	1	C12orf71BP	unprocessed_pseudogene	2	HGNC:56323	OTTHUMG00000169209.1	
chr12	27608733	27609046	-	ENSG00000256557.1	ENSG00000256557	1	ENSG00000256557	processed_pseudogene	2		OTTHUMG00000169210.1	
chr12	27690982	27710803	-	ENSG00000256377.7	ENSG00000256377	7	MRPS35-DT	lncRNA	2	HGNC:55490	OTTHUMG00000169211.4	
chr12	27696447	27697596	+	ENSG00000174236.4	ENSG00000174236	4	REP15	protein_coding	2	HGNC:33748	OTTHUMG00000169212.2	
chr12	27700066	27700574	+	ENSG00000276261.1	ENSG00000276261	1	ENSG00000276261	lncRNA	2		OTTHUMG00000187164.1	
chr12	27702338	27702906	+	ENSG00000230519.2	ENSG00000230519	2	HMGB1P49	processed_pseudogene	1	HGNC:39282	OTTHUMG00000169213.1	pseudo_consens
chr12	27704568	27708365	+	ENSG00000256504.2	ENSG00000256504	2	ENSG00000256504	lncRNA	2		OTTHUMG00000169214.2	
chr12	27710796	27756301	+	ENSG00000061794.15	ENSG00000061794	15	MRPS35	protein_coding	2	HGNC:16635	OTTHUMG00000169215.2	ncRNA_host
chr12	27752874	27752986	+	ENSG00000252585.1	ENSG00000252585	1	Y_RNA	misc_RNA	3			
chr12	27762291	27780236	-	ENSG00000205693.5	ENSG00000205693	5	MANSC4	protein_coding	1	HGNC:40023	OTTHUMG00000169216.3	
chr12	27779415	27803040	+	ENSG00000087448.13	ENSG00000087448	13	KLHL42	protein_coding	2	HGNC:29252	OTTHUMG00000169217.3	
chr12	27779821	27781067	-	ENSG00000256747.1	ENSG00000256747	1	ENSG00000256747	lncRNA	2		OTTHUMG00000169218.1	
chr12	27798641	27800708	-	ENSG00000256512.1	ENSG00000256512	1	ENSG00000256512	lncRNA	2		OTTHUMG00000169219.1	
chr12	27806082	27806390	-	ENSG00000201612.1	ENSG00000201612	1	RN7SKP15	misc_RNA	3	HGNC:45739		
chr12	27810771	27969819	+	ENSG00000257042.2	ENSG00000257042	2	ENSG00000257042	lncRNA	2		OTTHUMG00000169222.2	
chr12	27810817	27824114	-	ENSG00000307385.1	ENSG00000307385	1	ENSG00000307385	lncRNA	2			
chr12	27824207	27824382	-	ENSG00000274075.1	ENSG00000274075	1	ENSG00000274075	misc_RNA	3			
chr12	27935523	27935749	-	ENSG00000256378.1	ENSG00000256378	1	ENSG00000256378	unprocessed_pseudogene	2		OTTHUMG00000169220.1	
chr12	27958084	27972755	-	ENSG00000087494.18	ENSG00000087494	18	PTHLH	protein_coding	2	HGNC:9607	OTTHUMG00000169221.4	
chr12	27975148	27977256	+	ENSG00000307399.1	ENSG00000307399	1	ENSG00000307399	lncRNA	2			
chr12	28133249	28581511	+	ENSG00000123106.13	ENSG00000123106	13	CCDC91	protein_coding	2	HGNC:24855	OTTHUMG00000169141.3	ncRNA_host,overlapping_locus
chr12	28163298	28190738	-	ENSG00000247934.4	ENSG00000247934	4	ENSG00000247934	lncRNA	2		OTTHUMG00000169142.2	overlapping_locus
chr12	28164958	28165662	+	ENSG00000255951.1	ENSG00000255951	1	IFT57P1	processed_pseudogene	1	HGNC:56830	OTTHUMG00000169143.1	pseudo_consens,overlapping_locus
chr12	28185625	28186190	-	ENSG00000278733.1	ENSG00000278733	1	ENSG00000278733	lncRNA	2		OTTHUMG00000187167.1	overlapping_locus
chr12	28236227	28236828	+	ENSG00000273989.1	ENSG00000273989	1	ENSG00000273989	lncRNA	2		OTTHUMG00000187168.2	overlapping_locus
chr12	28319335	28319463	-	ENSG00000252237.1	ENSG00000252237	1	RNU4-54P	snRNA	3	HGNC:46990		
chr12	28505394	28505528	+	ENSG00000202187.1	ENSG00000202187	1	RNA5SP355	rRNA_pseudogene	3	HGNC:43255		
chr12	28564678	28565141	-	ENSG00000244712.1	ENSG00000244712	1	RPL29P27	processed_pseudogene	1	HGNC:35551	OTTHUMG00000157513.1	pseudo_consens
chr12	28599599	28697877	-	ENSG00000310456.1	ENSG00000310456	1	ENSG00000310456	lncRNA	2			
chr12	28760231	28778698	+	ENSG00000300887.1	ENSG00000300887	1	ENSG00000300887	lncRNA	2			
chr12	28792669	28795093	-	ENSG00000296495.1	ENSG00000296495	1	ENSG00000296495	lncRNA	2			
chr12	28821975	28825831	-	ENSG00000256513.1	ENSG00000256513	1	ENSG00000256513	lncRNA	2		OTTHUMG00000169144.1	
chr12	28978584	28978685	+	ENSG00000278687.1	ENSG00000278687	1	ENSG00000278687	processed_pseudogene	2		OTTHUMG00000187917.1	
chr12	29040645	29056674	+	ENSG00000306838.1	ENSG00000306838	1	ENSG00000306838	lncRNA	2			
chr12	29141347	29148246	-	ENSG00000301284.1	ENSG00000301284	1	ENSG00000301284	lncRNA	2			
chr12	29142969	29158537	-	ENSG00000257258.2	ENSG00000257258	2	ENSG00000257258	lncRNA	2		OTTHUMG00000169319.2	
chr12	29149016	29341130	+	ENSG00000064763.14	ENSG00000064763	14	FAR2	protein_coding	1	HGNC:25531	OTTHUMG00000169320.4	
chr12	29156448	29156991	-	ENSG00000275278.1	ENSG00000275278	1	ENSG00000275278	lncRNA	2		OTTHUMG00000187169.1	
chr12	29277397	29277882	-	ENSG00000275476.1	ENSG00000275476	1	ENSG00000275476	lncRNA	2		OTTHUMG00000187170.1	
chr12	29277955	29317904	-	ENSG00000257176.4	ENSG00000257176	4	FAR2-AS1	lncRNA	2	HGNC:58443	OTTHUMG00000169321.3	
chr12	29331434	29331936	-	ENSG00000274315.1	ENSG00000274315	1	ENSG00000274315	lncRNA	2		OTTHUMG00000187171.1	
chr12	29332733	29333383	-	ENSG00000273680.1	ENSG00000273680	1	ENSG00000273680	lncRNA	2		OTTHUMG00000187173.1	
chr12	29334763	29381206	-	ENSG00000087502.21	ENSG00000087502	21	ERGIC2	protein_coding	2	HGNC:30208	OTTHUMG00000169322.3	
chr12	29389281	29487908	+	ENSG00000257599.6	ENSG00000257599	6	OVCH1-AS1	lncRNA	1	HGNC:44484	OTTHUMG00000169323.3	
chr12	29390058	29390900	-	ENSG00000296243.1	ENSG00000296243	1	ENSG00000296243	lncRNA	2			
chr12	29412474	29497686	-	ENSG00000187950.9	ENSG00000187950	9	OVCH1	protein_coding	1	HGNC:23080	OTTHUMG00000167741.3	
chr12	29500826	29784759	-	ENSG00000133687.18	ENSG00000133687	18	TMTC1	protein_coding	2	HGNC:24099	OTTHUMG00000169324.2	overlapping_locus
chr12	29519731	29529974	+	ENSG00000257456.1	ENSG00000257456	1	ENSG00000257456	lncRNA	2		OTTHUMG00000169325.1	
chr12	29610568	29611377	+	ENSG00000308498.1	ENSG00000308498	1	ENSG00000308498	lncRNA	2			
chr12	29658376	29658798	-	ENSG00000242986.2	ENSG00000242986	2	RPL21P99	processed_pseudogene	1	HGNC:36628	OTTHUMG00000157515.2	pseudo_consens,overlapping_locus
chr12	29784010	29785273	+	ENSG00000305590.1	ENSG00000305590	1	ENSG00000305590	lncRNA	2			
chr12	29844525	29873089	-	ENSG00000308034.1	ENSG00000308034	1	ENSG00000308034	lncRNA	2			
chr12	29873346	29892646	+	ENSG00000304784.1	ENSG00000304784	1	ENSG00000304784	lncRNA	2			
chr12	30000402	30051506	-	ENSG00000304211.1	ENSG00000304211	1	ENSG00000304211	lncRNA	2			
chr12	30062414	30074755	+	ENSG00000299966.1	ENSG00000299966	1	ENSG00000299966	lncRNA	2			
chr12	30086342	30130590	+	ENSG00000286566.2	ENSG00000286566	2	ENSG00000286566	lncRNA	2		OTTHUMG00000194306.1	
chr12	30165906	30170305	-	ENSG00000302208.1	ENSG00000302208	1	ENSG00000302208	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr12	30169881	30170091	-	ENSG00000276431.1	ENSG00000276431	1	ENSG00000276431	transcribed_processed_pseudogene	2		OTTHUMG00000187916.1	overlapping_locus
chr12	30199339	30296729	-	ENSG00000257756.7	ENSG00000257756	7	LINC02386	lncRNA	2	HGNC:53312	OTTHUMG00000169332.6	
chr12	30200975	30218985	+	ENSG00000257262.2	ENSG00000257262	2	ENSG00000257262	lncRNA	2		OTTHUMG00000169331.1	
chr12	30306065	30307611	+	ENSG00000284682.1	ENSG00000284682	1	ENSG00000284682	unitary_pseudogene	2		OTTHUMG00000192263.1	
chr12	30306431	30306524	-	ENSG00000251781.1	ENSG00000251781	1	RNA5SP356	rRNA_pseudogene	3	HGNC:43256		
chr12	30315535	30320831	-	ENSG00000304273.1	ENSG00000304273	1	ENSG00000304273	lncRNA	2			
chr12	30320834	30321887	+	ENSG00000257932.2	ENSG00000257932	2	ENSG00000257932	lncRNA	2		OTTHUMG00000169333.1	
chr12	30400652	30506982	+	ENSG00000305296.1	ENSG00000305296	1	ENSG00000305296	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr12	30454919	30492302	+	ENSG00000258202.1	ENSG00000258202	1	ENSG00000258202	transcribed_unprocessed_pseudogene	2		OTTHUMG00000169334.1	overlapping_locus
chr12	30499711	30507663	-	ENSG00000305310.1	ENSG00000305310	1	ENSG00000305310	lncRNA	2			
chr12	30628981	30695908	-	ENSG00000133704.12	ENSG00000133704	12	IPO8	protein_coding	1	HGNC:9853	OTTHUMG00000169172.6	
chr12	30695951	30704228	+	ENSG00000285870.2	ENSG00000285870	2	ENSG00000285870	lncRNA	2		OTTHUMG00000192807.1	
chr12	30709508	30823302	-	ENSG00000110888.21	ENSG00000110888	21	CAPRIN2	protein_coding	1	HGNC:21259	OTTHUMG00000169185.7	
chr12	30755074	30881888	+	ENSG00000285517.3	ENSG00000285517	3	LINC00941	lncRNA	2	HGNC:48635		
chr12	30796700	30797478	-	ENSG00000298271.1	ENSG00000298271	1	ENSG00000298271	lncRNA	2			overlapping_locus
chr12	30861921	30862179	+	ENSG00000258118.1	ENSG00000258118	1	PPIAP44	processed_pseudogene	1	HGNC:53668	OTTHUMG00000169310.1	pseudo_consens
chr12	30926428	30996602	+	ENSG00000110900.18	ENSG00000110900	18	TSPAN11	protein_coding	2	HGNC:30795	OTTHUMG00000168484.2	
chr12	30978308	31006010	-	ENSG00000290531.1	ENSG00000290531	1	TSPAN11-AS1	lncRNA	2	HGNC:56687		overlaps_pseudogene
chr12	31005777	31005848	-	ENSG00000226472.9	ENSG00000226472	9	ENSG00000226472	transcribed_unprocessed_pseudogene	2		OTTHUMG00000168485.5	
chr12	31012503	31015667	+	ENSG00000293340.1	ENSG00000293340	1	ENSG00000293340	lncRNA	2			overlaps_pseudogene
chr12	31015443	31015806	+	ENSG00000256984.3	ENSG00000256984	3	ENSG00000256984	transcribed_processed_pseudogene	2		OTTHUMG00000168486.2	
chr12	31019434	31073847	-	ENSG00000245614.6	ENSG00000245614	6	DDX11-AS1	lncRNA	2	HGNC:44176	OTTHUMG00000168487.4	
chr12	31073282	31104811	+	ENSG00000013573.19	ENSG00000013573	19	DDX11	protein_coding	2	HGNC:2736	OTTHUMG00000168435.7	
chr12	31076867	31077016	-	ENSG00000212533.1	ENSG00000212533	1	SNORA75	snoRNA	3			
chr12	31105105	31106830	-	ENSG00000270926.1	ENSG00000270926	1	ENSG00000270926	unprocessed_pseudogene	1		OTTHUMG00000184735.1	pseudo_consens
chr12	31111647	31123243	-	ENSG00000291250.2	ENSG00000291250	2	ENSG00000291250	lncRNA	2			overlaps_pseudogene
chr12	31112236	31201235	-	ENSG00000177359.23	ENSG00000177359	23	OVOS2P	transcribed_unprocessed_pseudogene	2	HGNC:34046	OTTHUMG00000165051.7	
chr12	31117152	31124627	+	ENSG00000294110.1	ENSG00000294110	1	ENSG00000294110	lncRNA	2			
chr12	31131455	31135627	-	ENSG00000291098.1	ENSG00000291098	1	ENSG00000291098	lncRNA	2			overlaps_pseudogene
chr12	31158897	31172377	-	ENSG00000291251.1	ENSG00000291251	1	ENSG00000291251	lncRNA	2			overlaps_pseudogene
chr12	31172906	31200478	-	ENSG00000291252.1	ENSG00000291252	1	ENSG00000291252	lncRNA	2			overlaps_pseudogene
chr12	31244440	31244685	+	ENSG00000270766.1	ENSG00000270766	1	ENSG00000270766	processed_pseudogene	1		OTTHUMG00000184765.1	pseudo_consens
chr12	31251992	31252597	-	ENSG00000243517.1	ENSG00000243517	1	RPL13AP22	processed_pseudogene	1	HGNC:35825	OTTHUMG00000157517.1	pseudo_consens
chr12	31254361	31254445	-	ENSG00000270395.1	ENSG00000270395	1	MREGP1	processed_pseudogene	1	HGNC:50749	OTTHUMG00000184737.1	pseudo_consens
chr12	31280422	31280895	-	ENSG00000275097.1	ENSG00000275097	1	ENSG00000275097	lncRNA	2		OTTHUMG00000187191.1	overlapping_locus
chr12	31280423	31327058	-	ENSG00000139146.16	ENSG00000139146	16	SINHCAF	protein_coding	2	HGNC:30702	OTTHUMG00000168586.3	overlapping_locus
chr12	31311617	31312029	+	ENSG00000256176.1	ENSG00000256176	1	ENSG00000256176	processed_pseudogene	1		OTTHUMG00000168587.1	pseudo_consens
chr12	31324316	31325829	+	ENSG00000177340.5	ENSG00000177340	5	FLJ13224	lncRNA	2		OTTHUMG00000187470.1	
chr12	31363473	31369817	-	ENSG00000256232.2	ENSG00000256232	2	LINC02387	lncRNA	2	HGNC:53313	OTTHUMG00000169033.1	
chr12	31366288	31366366	+	ENSG00000283256.1	ENSG00000283256	1	U6	snRNA	3			
chr12	31377500	31591201	-	ENSG00000170456.18	ENSG00000170456	18	DENND5B	protein_coding	2	HGNC:28338	OTTHUMG00000169034.2	ncRNA_host,overlapping_locus
chr12	31396390	31396501	+	ENSG00000200388.1	ENSG00000200388	1	RNU6-618P	snRNA	3	HGNC:47581		
chr12	31443792	31444208	-	ENSG00000275769.1	ENSG00000275769	1	ENSG00000275769	lncRNA	2		OTTHUMG00000187200.1	overlapping_locus
chr12	31465062	31465842	+	ENSG00000203437.3	ENSG00000203437	3	ENSG00000203437	processed_pseudogene	1		OTTHUMG00000169035.1	pseudo_consens
chr12	31477506	31477987	+	ENSG00000256159.1	ENSG00000256159	1	ENSG00000256159	processed_pseudogene	1		OTTHUMG00000169036.1	pseudo_consens
chr12	31506303	31506404	-	ENSG00000201228.1	ENSG00000201228	1	Y_RNA	misc_RNA	3			
chr12	31534715	31535247	-	ENSG00000225349.2	ENSG00000225349	2	ANKRD49P2	processed_pseudogene	2	HGNC:54620	OTTHUMG00000169037.1	overlapping_locus
chr12	31589920	31642466	+	ENSG00000255867.2	ENSG00000255867	2	DENND5B-AS1	lncRNA	2	HGNC:42517	OTTHUMG00000169083.1	
chr12	31594093	31594206	-	ENSG00000252390.1	ENSG00000252390	1	RNU5F-4P	snRNA	3	HGNC:42516		
chr12	31597114	31597409	-	ENSG00000231788.4	ENSG00000231788	4	RPL31P50	processed_pseudogene	1	HGNC:36799	OTTHUMG00000157525.2	pseudo_consens
chr12	31614457	31652095	-	ENSG00000233381.5	ENSG00000233381	5	AK4P3	protein_coding	2	HGNC:21596	OTTHUMG00000195125.1	retrogene
chr12	31647160	31673114	+	ENSG00000139160.15	ENSG00000139160	15	ETFBKMT	protein_coding	1	HGNC:28739	OTTHUMG00000169085.3	
chr12	31670841	31729216	-	ENSG00000151743.12	ENSG00000151743	12	AMN1	protein_coding	1	HGNC:27281	OTTHUMG00000169192.4	overlapping_locus
chr12	31715342	31715781	-	ENSG00000276058.1	ENSG00000276058	1	STMN1P1	processed_pseudogene	1	HGNC:44062	OTTHUMG00000186659.1	pseudo_consens,overlapping_locus
chr12	31729117	31731204	+	ENSG00000276900.1	ENSG00000276900	1	AMN1-AS1	lncRNA	2	HGNC:58137	OTTHUMG00000187205.1	
chr12	31748100	31748240	-	ENSG00000256843.1	ENSG00000256843	1	ENSG00000256843	processed_pseudogene	2		OTTHUMG00000169237.2	
chr12	31749391	31755316	+	ENSG00000300510.1	ENSG00000300510	1	ENSG00000300510	protein_coding	2			overlapping_locus,retrogene
chr12	31791185	31792298	-	ENSG00000188375.5	ENSG00000188375	5	H3-5	protein_coding	2	HGNC:33164	OTTHUMG00000157811.2	retrogene
chr12	31791941	31807609	+	ENSG00000306273.1	ENSG00000306273	1	ENSG00000306273	lncRNA	2			
chr12	31796240	31804983	-	ENSG00000306285.1	ENSG00000306285	1	ENSG00000306285	lncRNA	2			ncRNA_host
chr12	31802958	31803090	-	ENSG00000252421.1	ENSG00000252421	1	RNU6-1069P	snRNA	3	HGNC:48032		
chr12	31811088	31811190	+	ENSG00000252204.1	ENSG00000252204	1	ENSG00000252204	snoRNA	3			
chr12	31853021	31853407	-	ENSG00000256372.1	ENSG00000256372	1	ENSG00000256372	processed_pseudogene	1		OTTHUMG00000169239.1	pseudo_consens
chr12	31873195	31959547	-	ENSG00000255760.5	ENSG00000255760	5	LINC02422	lncRNA	2	HGNC:53352	OTTHUMG00000169240.2	
chr12	31893370	31893702	+	ENSG00000256465.1	ENSG00000256465	1	ENSG00000256465	processed_pseudogene	1		OTTHUMG00000169241.1	pseudo_consens
chr12	31897820	31898123	+	ENSG00000244436.2	ENSG00000244436	2	ENSG00000244436	processed_pseudogene	1		OTTHUMG00000157527.2	pseudo_consens
chr12	31948334	31948827	+	ENSG00000242314.1	ENSG00000242314	1	RPL12P32	processed_pseudogene	1	HGNC:36597	OTTHUMG00000157529.1	pseudo_consens
chr12	31953889	31955268	+	ENSG00000256987.1	ENSG00000256987	1	FAM98BP1	processed_pseudogene	1	HGNC:58680	OTTHUMG00000169242.1	pseudo_consens
chr12	31956182	31957844	+	ENSG00000298021.1	ENSG00000298021	1	ENSG00000298021	lncRNA	2			
chr12	31959370	31993114	+	ENSG00000174718.14	ENSG00000174718	14	RESF1	protein_coding	2	HGNC:25559	OTTHUMG00000128501.6	
chr12	32000375	32001222	+	ENSG00000276136.1	ENSG00000276136	1	ENSG00000276136	lncRNA	2		OTTHUMG00000187207.1	
chr12	32007127	32007435	+	ENSG00000257094.1	ENSG00000257094	1	CMC1P4	processed_pseudogene	1	HGNC:58678	OTTHUMG00000169292.1	pseudo_consens
chr12	32058520	32065707	+	ENSG00000297998.1	ENSG00000297998	1	ENSG00000297998	lncRNA	2			
chr12	32072734	32072880	+	ENSG00000257852.1	ENSG00000257852	1	ENSG00000257852	processed_pseudogene	2		OTTHUMG00000169305.1	
chr12	32079817	32107528	-	ENSG00000257530.2	ENSG00000257530	2	BICD1-AS1	lncRNA	2	HGNC:55475	OTTHUMG00000169306.1	
chr12	32100485	32100735	-	ENSG00000271357.1	ENSG00000271357	1	ENSG00000271357	processed_pseudogene	2		OTTHUMG00000184740.1	
chr12	32106643	32383633	+	ENSG00000151746.17	ENSG00000151746	17	BICD1	protein_coding	1	HGNC:1049	OTTHUMG00000169307.6	overlapping_locus
chr12	32109076	32109602	+	ENSG00000277342.1	ENSG00000277342	1	ENSG00000277342	lncRNA	2		OTTHUMG00000187209.1	overlapping_locus
chr12	32227410	32228154	-	ENSG00000258134.1	ENSG00000258134	1	ENSG00000258134	processed_pseudogene	1		OTTHUMG00000169405.1	pseudo_consens
chr12	32339368	32340724	+	ENSG00000274964.1	ENSG00000274964	1	ENSG00000274964	lncRNA	2		OTTHUMG00000187236.2	overlapping_locus
chr12	32352349	32354144	+	ENSG00000276115.1	ENSG00000276115	1	ENSG00000276115	lncRNA	2		OTTHUMG00000187242.2	overlapping_locus
chr12	32396050	32396147	-	ENSG00000207176.1	ENSG00000207176	1	Y_RNA	misc_RNA	3			
chr12	32399318	32646050	+	ENSG00000139132.17	ENSG00000139132	17	FGD4	protein_coding	1	HGNC:19125	OTTHUMG00000137374.7	
chr12	32477382	32477471	-	ENSG00000253063.1	ENSG00000253063	1	RNU6-494P	snRNA	3	HGNC:47457		
chr12	32679200	32745650	+	ENSG00000087470.23	ENSG00000087470	23	DNM1L	protein_coding	2	HGNC:2973	OTTHUMG00000169451.3	
chr12	32692504	32692848	-	ENSG00000257643.1	ENSG00000257643	1	ENSG00000257643	processed_pseudogene	1		OTTHUMG00000169452.1	pseudo_consens
chr12	32705403	32705506	-	ENSG00000201563.1	ENSG00000201563	1	Y_RNA	misc_RNA	3			
chr12	32725248	32725660	-	ENSG00000276148.1	ENSG00000276148	1	ENSG00000276148	lncRNA	2		OTTHUMG00000187261.1	
chr12	32725785	32755948	-	ENSG00000139131.15	ENSG00000139131	15	YARS2	protein_coding	2	HGNC:24249	OTTHUMG00000169454.3	overlapping_locus
chr12	32726383	32727387	-	ENSG00000257511.1	ENSG00000257511	1	ENSG00000257511	processed_pseudogene	1		OTTHUMG00000169453.1	pseudo_consens
chr12	32728169	32729024	-	ENSG00000274105.1	ENSG00000274105	1	ENSG00000274105	lncRNA	2		OTTHUMG00000187255.1	overlapping_locus
chr12	32736930	32737660	-	ENSG00000275854.1	ENSG00000275854	1	ENSG00000275854	lncRNA	2		OTTHUMG00000187264.1	overlapping_locus
chr12	32755510	32756463	+	ENSG00000286950.1	ENSG00000286950	1	ENSG00000286950	lncRNA	2		OTTHUMG00000193914.1	
chr12	32790745	32896819	-	ENSG00000057294.20	ENSG00000057294	20	PKP2	protein_coding	2	HGNC:9024	OTTHUMG00000169500.3	overlapping_locus
chr12	32820142	32820567	-	ENSG00000274976.1	ENSG00000274976	1	ENSG00000274976	lncRNA	2		OTTHUMG00000187269.1	overlapping_locus
chr12	32863118	32863433	+	ENSG00000244743.1	ENSG00000244743	1	RPL35AP27	processed_pseudogene	1	HGNC:35979	OTTHUMG00000157531.1	pseudo_consens
chr12	32877851	32878586	+	ENSG00000309501.1	ENSG00000309501	1	ENSG00000309501	lncRNA	2			
